SKU,Título,Armazém,Estante,Estoque Baixo,Em Trânsito(Compra),Em Trânsito(Transferência）,Ocupado,Disponível,Estoque Atual,Custo Médio,Subtotal,Criado
8551,Cor:Grafite,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
8539,Cor:Cinza com Marrom,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
9022,Cor:Cinza,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
8554,Cor:Azul Marinho,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
8542,Cor:Areia,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
1626,Cor:Off white com amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
1618,Cor:Carvalho,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
1622,Cor:Amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
8567,Cor:Cru,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
2182,Cor:Verde Musgo,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
2178,Cor:Preto,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
8319,Cor:Grafite,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
8313,Cor:Cinza com Marrom,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
9004,Cor:Cinza,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
8306,Cor:Azul Marinho,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
8303,Cor:Areia,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
10352,Cor:Terracota,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
2913,Cor:Grafite,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
2875,Cor:Cinza com Marrom,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
8979,Cor:Cinza,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
2915,Cor:Azul Marinho,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
2883,Cor:Areia,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
1503,Cor:Off white com amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
1499,Cor:Amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
10428,Cor:Terracota,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
3835,Cor:Grafite,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
3795,Cor:Cinza com Marrom,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
9046,Cor:Cinza,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
3837,Cor:Azul Marinho,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
3804,Cor:Areia,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
10924,Cor:Rosê,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
10874,Cor:Rosê,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
2911,Cor:Cru,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
10374,Cor:Terracota,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
3687,Cor:Grafite,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
3649,Cor:Cinza com Marrom,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
9040,Cor:Cinza,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
3689,Cor:Azul Marinho,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
3657,Cor:Areia,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
8370,Cor:Grafite,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
8358,Cor:Cinza com Marrom,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
9013,Cor:Cinza,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
8374,Cor:Azul Marinho,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
8361,Cor:Areia,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
1227,Cor:Off white com amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
1742,Cor:Branco com amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
1225,Cor:Amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
2819,Cor:Cru,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
10913,Cor:Cru,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
10446,Cor:Terracota,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
4370,Cor:Grafite,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
4312,Cor:Cinza com Marrom,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
9067,Cor:Cinza,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
4373,Cor:Azul Marinho,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:27
4325,Cor:Areia,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
7150,Cor:Amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
8334,Cor:Grafite,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
8322,Cor:Cinza com Marrom,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
9007,Cor:Cinza,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
8337,Cor:Azul Marinho,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
8325,Cor:Areia,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
1330,Cor:Off white com amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
1326,Cor:Branco com amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
1328,Cor:Amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
7120,Cor:Off White com Amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
10078,Cor:Rosê,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
10823,Cor:Terracota,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
10822,Cor:Cinza,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
10829,Cor:Azul Marinho,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
10819,Cor:Areia,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
10437,Cor:Terracota,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
3953,Cor:Marrom com Preto,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
4007,Cor:Grafite,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
9052,Cor:Cinza,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
4010,Cor:Azul Marinho,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
3962,Cor:Areia,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
3950,Cor: Cinza com Marrom,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
10307,Cor:Off White,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
10452,Cor:Terracota,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
4502,Cor:Grafite,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
4448,Cor:Cinza com Marrom,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
9073,Cor:Cinza,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
4505,Cor:Azul Marinho,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
4460,Cor:Areia,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
10365,Cor:Terracota,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
3282,Cor:Grafite,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
3221,Cor:Cinza com Marrom,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
8993,Cor:Cinza,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
3285,Cor:Azul Marinho,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
3235,Cor:Areia,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
3636,Cor:Grafite,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
3598,Cor:Cinza com Marrom,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
9038,Cor:Cinza,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
3638,Cor:Azul Marinho,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
3606,Cor:Areia,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
8784,Cor:Nature,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
1176,Cor:Branco,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
15329,Cor:Verde Sage,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
15331,Cor:Terracota,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
15328,Cor:Cinza com Marrom,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
15332,Cor:Cinza,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
15330,Cor:Areia,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
10131,Cor:Terracota,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
10135,Cor:Cinza,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
10129,Cor:Areia,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
2661,Cor:Verde Musgo,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
2659,Cor:Preto Absoluto,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
11566,Cor:Ferrugem,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
2667,Cor:Azul,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
868,Cor:Off white com amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
866,Cor:Branco com amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
867,Cor:Amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
8352,Cor:Grafite,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
9010,Cor:Cinza,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
8355,Cor:Azul Marinho,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
8343,Cor:Areia,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
6157,Cor:Off White com Amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
10903,Cor:Rosê,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
13267,Cor:Linho Cinza-escuro,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
13269,Cor:Linho Cinza,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
13265,Cor:Linho Bege,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
10137,Cor:Rosê,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
8349,Cor:Cru,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
8585,Cor:Cru,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
10885,Cor:Rosê,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
1199,Cor:Preto com amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
1195,Cor:Off white com amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
1185,Cor:Branco com amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
1191,Cor:Amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
4609,Cor:Grafite,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
4602,Cor:Cinza com Marrom,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
8961,Cor:Cinza,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
4611,Cor:Azul Marinho,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
4605,Cor:Areia,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
7149,Cor:Amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
10348,Cor:Terracota,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
2821,Cor:Grafite,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
2787,Cor:Cinza com Marrom,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
8975,Cor:Cinza,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
2823,Cor:Azul Marinho,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
2795,Cor:Areia,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
10890,Cor:Terracota,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
10889,Cor:Cinza,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
10893,Cor:Azul Marinho,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
10888,Cor:Areia,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:26
CALI-PAI,Escrivaninha Mesa Computador Califórnia,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:25
2903,"Estante Ripada Decorativa Tv Até 75 Polegadas 2,50x1,60m",Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:25
7890012700547,PRODUTO CERTO - REPLICACAO,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:25
3749,Sofá Living 4 Lugares Lin 230cm Linhão Marrom Com Preto,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:25
9780,"Cabeceira Ripada Casal Queen Detroit 1,60 Luxo Nature",Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:25
9779,"Cabeceira Ripada Casal Queen Detroit 1,60 Luxo Várias Cores",Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:25
16005,Aparador Buffet Decorativo Sofisticado Duna Com Portas Ripadas Nature - Minha Loja De Móveis,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:25
3848,Sofá Loft 194cm no Linhao Marrom com Preto,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
14426,Aparador Moderno Adega Duna Nature Com Rodízios Espaço Para Taças Para Sala Estar - MLDM,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
3316,Sofá Elegante Brooks 3 Lugares 180cm Tecido Linho,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
7442,Sofá Elegante Brooks 230cm 4 Lugares Tecido Veludo Bege,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
12957,Sofá Sofisticado Brooks 200cm Tecido Veludo Bege Claro,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
2225,Poltrona Brooks Base Em Madeira Estofado Em Linho Marrom/preto,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
8420,Poltrona Caraíva Com Base Em Madeira Maciça No Corino CARAMELO,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
13513,Poltrona Premium Uxuá Pés Em Madeira Linhão Marrom/preto,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
7089,Poltrona Caraíva Decorativa  Em Madeira  Areia Escuro,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
9150,Poltrona Brooks Base Em Madeira  MLDM BEGE CLARO,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
13704,Poltrona Premium Uxuá Pés Em Madeira Linho marrom,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
9209,Poltrona Caraíva Com Base Em Madeira  Corino AREIA,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
2283,Poltrona Caraíva Linho Rustico rose,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
12974,Poltrona Uxuá Pés Em Madeira Veludo VERDE MUSGO,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
13237,Poltrona Uxuá Pés Em Madeira Veludo BEGE ESCURO,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
2305,Poltrona Pétala Linho Pés Madeira RUSTICO VERDE SAGE,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
6821,Poltrona Caraíva  Cimento,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
2419,Poltrona Up Com Base De Madeira Estofado Linho Cinza,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
2239,Poltrona Brooks BEGE ESCURO,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
3552,Sofá Hit 200 cm 3 Lugares | Linho Marrom com Preto (Ref. 3552),Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
15535,Berço Confortável 2 Em 1 Moíses Bouclê Com Alças Laterais Bouclê Off White,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
2297,Poltrona Caraíva Linhão Marrom Misto,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
13755,Poltrona Mona Linho Pés Madeira Linho areia 226,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
2188,Poltrona Air Veludo Base Em Madeira AZUL,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
9416,Poltrona Polo  AREIA SEM COSTURA,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
2321,Poltrona Decorativa Pétala Tecido Linho Com Pés Madeira Rose,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
2353,Poltrona Tip Com Estrutura De Madeira AREIA ESCURO,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
2329,Poltrona Pétala Tecido Linho Com Pés Madeira Cinza 246,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
5491,Poltrona Confortável Pétala Tecido Veludo Para Sala Quarto Ferrugem,Estoque,,0,0,0,0,1,1,1,1,2026-06-25 20:33:24
12959,Poltrona Brooklin MLDM 331 capuccino,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
6590,Poltrona Caraíva Com Base Em Madeira No Estofado Linho Várias Cores - MLDM Linho cru,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
13134,Poltrona Premium Uxuá Pés Em Madeira Luxo Linho Decorativa Sala Estar Recepção Várias Cores - MLDM Linho Areia,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
8029,Poltrona  Brooklin Linho Base Em Madeira,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
10054,Poltrona Air | Linho Rosê (Ref. 10054) (Disponibilidade: Disponível em 10 dias úteis),Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
16196,Poltrona Sofisticada Elegante Uxuá Tecido Linho Terracota Com Pés Madeira Amêndoa Para Sala Estar Escritório - Minha Loj,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
16218,Conjunto 2 Poltronas Moderna Uxuá Tecido Linho Cor Terracota Com Pés Madeira Para Sala Recepção- Minha Loja De Móveis Li,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
16167,Namoradeira Poltrona 2 Lugares Mona New Pés Madeira Sala Verde Sage,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
2237,Poltrona Brooks Base Em Madeira Reforçada Estofado Em Linho Premium Ideal Sala Estar Recepção Várias Cores - MLDM Mescla,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
16209,Sofá Booth Madri Corino Preto Estofado Banco 2 Lugares Compacto Moderno Sala Estar Restaurante Bar Cafeteria Recepção,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
16148,Kit 2 Cadeira Jantar Málaga Confortável Linho Cor Terracota Detalhe Encosto Pés Madeira Maciça Para Sala Cozinha - Minha,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
16211,Sofá Booth Opala Courino Preto,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
16156,Kit 2 Cadeiras Jantar Málaga Linho Cinza,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:33:24
1769,Cor:Off White com Amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
1324,Cor:Amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
1350,Cor:Off white com amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
11303,Cor:Gianduia com Nature,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
1346,Cor:Branco com amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
1348,Cor:Amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
12978,Cor:Marrom,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
2166,Cor:Verde Sage,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
10341,Cor:Terracota,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
2186,Cor:Rosê,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
2200,Cor:Grafite,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
2160,Cor:Cinza com Marrom,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
8922,Cor:Cinza,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
2202,Cor:Azul Marinho,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
2170,Cor:Areia Escura,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
2168,Cor:Areia,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
3124,Cor:Cru,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
1876,Cor:Verde Sage,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
1908,Cor:Grafite,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
1871,Cor:Cinza com Marrom,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
1910,Cor:Azul Marinho,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
1878,Cor:Areia,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
3049,Cor:Cru,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
9829,Cor:Rosê,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
9864,Cor:Rosê,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
10076,Cor:Rosê,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
4523,Cor:Grafite,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
4517,Cor:Cinza com Marrom,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
8920,Cor:Cinza,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
4525,Cor:Azul Marinho,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
4519,Cor:Areia,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
2074,Cor:Verde Sage,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
2106,Cor:Grafite,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
2068,Cor:Cinza com Marrom,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
2108,Cor:Azul Marinho,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
2076,Cor:Areia,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
1306,Cor:Off white com amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
1302,Cor:Branco com amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
1972,Cor:Verde Sage,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
2004,Cor:Grafite,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
1966,Cor:Cinza com Marrom,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
2006,Cor:Azul Marinho,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
1974,Cor:Areia,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
2122,Cor:Verde Sage,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
2150,Cor:Grafite,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
2116,Cor:Cinza com Marrom,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
2152,Cor:Azul Marinho,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
2124,Cor:Areia,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
2781,Cor:Marrom,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
872,Cor:Off white com amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
870,Cor:Branco com amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
871,Cor:Amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
1342,Cor:Off white com amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
11432,Cor:Gianduia com Nature,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
1338,Cor:Branco com amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
1340,Cor:Amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
3279,Cor:Cru,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
9827,Cor:Rosê,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
1924,Cor:Verde Sage,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
1956,Cor:Grafite,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
1918,Cor:Cinza com Marrom,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
1958,Cor:Azul Marinho,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
1926,Cor:Areia,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
9831,Cor:Rosê,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
3199,Cor:Cru,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
1318,Cor:Off white com amêndoa,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
1310,Cor:Branco,Estoque,,0,0,0,0,0,0,1,0,2026-06-25 20:31:44
